 S   0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
 S   0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
PX   0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
PY   0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
PZ   0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
 S   0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
PX   0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
PY   0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
PZ   0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
XX  -0.00, -0.00,  0.00,  0.00,  0.00,  0.00, -0.00,  0.00,  0.00
YY  -0.00,  0.00, -0.00,  0.00, -0.00,  0.00, -0.00,  0.00,  0.00
ZZ  -0.00, -0.00,  0.00,  0.00,  0.00, -0.00,  0.00, -0.00,  0.00
XY   0.00,  0.00, -0.00, -0.00, -0.00, -0.00,  0.00,  0.00, -0.00
XZ  -0.00,  0.00,  0.00, -0.00, -0.00,  0.00, -0.00, -0.00,  0.02
YZ  -0.00, -0.00,  0.00, -0.00, -0.00,  0.00,  0.00, -0.00,  0.00
 S   0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
 S   0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
 S   0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
 S   0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
 S   0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
 S   0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
 S   0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
 S   0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
PX   0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
PY   0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
PZ   0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
 S   0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
PX   0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
PY   0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
PZ   0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
XX  -0.00,  0.00,  0.00, -0.00,  0.00, -0.00, -0.00,  0.00,  0.00
YY   0.00, -0.00,  0.00, -0.00, -0.00,  0.00,  0.00,  0.00, -0.00
ZZ   0.00, -0.00,  0.00, -0.00,  0.00, -0.00, -0.00,  0.00, -0.00
XY  -0.00,  0.00, -0.00, -0.00, -0.00,  0.00, -0.00,  0.00, -0.00
XZ   0.00, -0.00,  0.00, -0.00, -0.00, -0.00,  0.00, -0.00,  0.02
YZ  -0.00,  0.00,  0.00,  0.00,  0.00,  0.00, -0.00, -0.00, -0.00
 S   0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
 S   0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
 S   0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
 S   0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
 S   0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
 S   0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
